Sample,Antigen,IgG1,IgG1f,IgG3,IgG3f
C4-005_D0,CMV,60429.69410478224,1851756.8950523075,6019775.336342131,16428206.022000495
C4-005_D0,CoV_OC43,1.3571468609985864,381.2939994158666,0.3273537879476244,62583.883190673725
C4-005_D0,Ebola_gp,1.456962299613822e-05,1.4567615329094569e-05,0.4661972213409547,9496.718737859395
C4-005_D0,SARS.CoV.2_RBD,0.0270478068456977,0.0274655584156892,0.4227611253500038,4.370379302952211
C4-005_D0,SARS.CoV.2_S,1.4530985878312432e-05,1.449762584030991e-05,0.581114370856304,587.5492714945768
C4-005_D0,SARS.CoV.2_S1,0.0622020055424852,0.0614883925904423,246.50277964717205,0.5301734472166466
C4-005_D0,SARS.CoV.2_S2,1.5848900494781157e-05,1.5963063175975644e-05,41.04811459283519,0.4300945237440119
C4-005_D0,SARS.CoV.2_N,102.16847707321256,44838.725872440096,6841.710158834639,10.374501544431553
C4-005_D0,influenza_HA,5069385.56032377,7878.6117759307235,92050.69776467272,785.5482609927155
C4-005_D7,CMV,12296.000629855049,1681799.809030441,6010861.605192022,16027397.569729222
C4-005_D7,CoV_OC43,3.798821037336688,490.7714670144221,215.7220874234271,104552.78552098414
C4-005_D7,Ebola_gp,4.172830625250723,10.895050706062598,551.6528378391722,47000.95783165565
C4-005_D7,SARS.CoV.2_RBD,1.3629483766257102,32.80357519142612,0.3515525919027212,763.3621530329146
C4-005_D7,SARS.CoV.2_S,2054.529260184144,5.911366883171943,37.6242629625458,1.9050467888682807
C4-005_D7,SARS.CoV.2_S1,1.589889166794341e-05,1.634424873917517e-05,269.8917536313014,7400.641207062758
C4-005_D7,SARS.CoV.2_S2,43012.98100924576,27.12376679812669,46.147108380741216,6.067040851773947
C4-005_D7,SARS.CoV.2_N,50.19024792848927,5157.427486565417,10133.350110245645,2032184.8894727065
C4-005_D7,influenza_HA,334145.1983680392,285.06050763003174,223366.2767089632,64.03041326406586
C4-007_D0,CMV,11800.19254774309,3395286.8391938144,4599816.2573779095,5935094.215510088
C4-007_D0,CoV_OC43,57532.17582165649,102.38693432210457,54169.25300748964,44.47775337327476
C4-007_D0,Ebola_gp,4542.778137722543,35.59940114155614,8.115150479269944,90798.29457660847
C4-007_D0,SARS.CoV.2_RBD,0.1744545883907939,80.47504967722894,0.8251197525404166,1129.0229692310436
C4-007_D0,SARS.CoV.2_S,6745.512735546227,7.974296733240839,109.62816961002537,2.089045701581408
C4-007_D0,SARS.CoV.2_S1,2.349182090711897,1.402586722774089,326.3137919352142,1168.5644944970531
C4-007_D0,SARS.CoV.2_S2,59591.308564995416,1623.3046762062834,125388.71011550416,196.54150365641823
C4-007_D0,SARS.CoV.2_N,1.4061524949504527,126.51737947838534,0.3092585782969454,3752.527578134992
C4-007_D0,influenza_HA,757270.8151335756,187.62353905121773,9.530510679653156,8.244553841598096
C4-007_D3,CMV,16107.198277233483,2066305.4739515297,4070755.67145687,4481484.750473239
C4-007_D3,CoV_OC43,23647.92667760857,52345.622520935365,177863.62671728953,44727.11502578055
C4-007_D3,Ebola_gp,167.48616466699107,183.6570555284539,19320.878449127704,285.3782832449486
C4-007_D3,SARS.CoV.2_RBD,53890.60731838358,24101286.256209925,5221119.59282764,15231.578432339064
C4-007_D3,SARS.CoV.2_S,4951.483099033789,12239483.47299753,6677009.991416881,8085587.223754256
C4-007_D3,SARS.CoV.2_S1,7248.980857112307,9758823.715946607,3085867.7808317603,11596.331234513094
C4-007_D3,SARS.CoV.2_S2,7828.787699183847,15518443.539899196,9010064.70685734,9753174.226825122
C4-007_D3,SARS.CoV.2_N,21944.67629245594,16276966.752099097,4799613.264113403,4104759.804354863
