Sample,Antigen,IgG1,IgG1f,IgG3,IgG3f
0,B.1.1.7.RBD,7.2146918973033625,7.306634987316241,164323.8363152534,588248.2048335224
0,B.1.1.7.S,0.31533629731387536,0.315264613831381,277275.4651043507,583278.454532381
0,B.1.351.RBD,0.08442639931918307,0.08445187479895208,123987.42979829658,651085.3618103715
0,B.1.351.S,0.37778966166702344,0.37747967057553417,392168.07148508105,2537556.5300298617
0,B.1.617.2.RBD,0.012085522551535038,0.01208607290471541,91373.9062073534,449442.36800192157
0,B.617.1.RBD,0.06496616816749375,0.06498331796163916,100884.02972945991,562760.5432095858
0,B.617.1.S,450.3017635717476,259.94630616141274,397292.6350910065,2449521.7903332594
0,B.617.2.S,1.286961117825834,1.2851043939563043,288030.24854759465,1014904.5242842515
0,WT.N,94.6704177236508,90.67938206877216,332077.73401393817,1261786.5754899315
0,WT.NTD,0.030446637984686938,0.030449400365721687,146928.96267520686,814538.8111545023
0,WT.RBD,1.0569577415576235,1.0568118316355533,282552.69301696174,810781.3060508801
0,WT.S,0.051893387894105886,0.05189518845978614,224714.93972492332,600601.9043146833
0,WT.S1,0.01659807475005358,0.016598552642692947,161577.79706027714,505496.745477009
0,WT.S2,0.08993946337426592,0.08996455120465367,108186.95189179709,631339.1573887882
1,B.1.1.7.RBD,19.27477805348024,20.071250917468266,196525.53442263932,467878.80882862356
1,B.1.1.7.S,44.16142924973287,43.026768735545325,347621.9445041396,407937.63328104344
1,B.1.351.RBD,0.10646977719197998,0.10650863264256172,145161.79694809899,635909.7525661988
1,B.1.351.S,51.8503820092832,49.832023955093184,673000.5052035801,1560179.0002090668
1,B.1.617.2.RBD,0.010914360194462628,0.01091481865630967,104213.38304477991,464684.27916932915
1,B.617.1.RBD,0.054652561514999615,0.05466290994102933,114505.68128942615,502857.6004221766
1,B.617.1.S,1485.1689546132295,1717.3914543411463,420197.8983515519,847040.4133179277
1,B.617.2.S,48.87585162990118,46.43343461469337,379854.8934968948,545319.1585130258
1,WT.N,370.0117201031469,588.6997152115467,364506.10677445657,368183.4912081447
1,WT.NTD,0.016192952209992176,0.016194009051517987,124774.67916985345,361280.4400648392
1,WT.RBD,7.718966452785048,7.748165766894457,245875.99821373174,466563.32137729006
1,WT.S,0.1862243940096506,0.1862697490907814,199736.95201724497,544544.8747846235
1,WT.S1,0.06069771025773774,0.060703930296037587,170135.36076921574,465161.82982752647
1,WT.S2,0.1498051255379225,0.14988490574617241,114286.0969588822,536292.4242610617
2,B.1.1.7.RBD,2.8993885377582527,2.9183436520268558,181197.2833528424,333106.9401478903
2,B.1.1.7.S,0.07618301433339691,0.0761993609101335,138489.2431244195,338702.59117159934
2,B.1.351.RBD,0.04825265476125932,0.04826312552039994,119002.4884145049,492765.83415983384
2,B.1.351.S,0.06958929473597479,0.0695960491389953,200761.19443835455,604292.3493876883
2,B.1.617.2.RBD,0.007545346678094362,0.007545596133733528,98716.54014189276,334897.1969493314
2,B.617.1.RBD,0.024396404219638082,0.02439889104634851,102468.3214576977,354907.4988349382
2,B.617.1.S,163.99198162663615,170.89576051186455,338173.2200242101,629009.3649473554
2,B.617.2.S,0.23087128486924446,0.2309637358527997,168865.5773624615,351456.16147569
2,WT.N,127.74529425781026,152.14905494238403,275074.19563055993,465589.5430889574
2,WT.NTD,0.0159500339937025,0.0159508275570951,136153.25687832877,375767.04325299343
2,WT.RBD,0.042026786490009516,0.04203347606928477,115266.5922866773,397842.1977369878
2,WT.S,0.01582146257026085,0.015822477528421384,109774.69200599845,431792.4968929036
2,WT.S1,0.00541712853698231,0.005417422835591277,87055.30925559557,364184.85357068514
2,WT.S2,0.06888471551447174,0.06890349542282712,105100.61971395348,382956.19510739436
3,B.1.1.7.RBD,4.174961154836963,4.215083178895975,165753.00866367944,398032.796113518
3,B.1.1.7.S,0.21367678772200885,0.21374759003028038,183606.02330525455,431148.65865778405
3,B.1.351.RBD,0.06033041714210644,0.06034585295194676,130734.06087135432,534289.9428935269
3,B.1.351.S,0.6013382124947183,0.6010341616772749,378249.3082956087,1147746.0628066333
3,B.1.617.2.RBD,0.01074741004066061,0.010747903219364162,97677.0619780582,380924.49925507494
3,B.617.1.RBD,0.04592245735798122,0.045929658670822965,105019.33869195175,403285.76958610036
3,B.617.1.S,211.16283670829316,231.54115236684459,342505.302324823,770683.1479474178
3,B.617.2.S,7.30416608818618,7.263779591830311,335956.9254265883,475931.6729277277
3,WT.N,117.34309219051762,145.96663177866338,299625.6149893823,485169.6766037104
3,WT.NTD,0.05334927791573156,0.053356516714826996,164534.4772895987,412967.58556802204
3,WT.RBD,0.2307629075006164,0.2309043594745585,162576.0875335044,452683.96693740133
3,WT.S,0.0970793803874119,0.09709444464887101,203407.14758866333,500584.9944823588
3,WT.S1,0.010410202290517635,0.010410692298715465,93572.9908564545,441286.16153341555
3,WT.S2,0.4095557906283963,0.40998680984460856,141609.62637955465,482468.18766409735
4,B.1.1.7.RBD,334.8961130863731,278.5239642619056,382940.12828502007,429869.94129006064
4,B.1.1.7.S,1849.4250790825968,1916.1381958881177,1087661.465048415,880402.9469478284
4,B.1.351.RBD,2.420924347941196,2.42674847476683,289830.12565782183,504942.1516081879
4,B.1.351.S,539.3258375728985,494.96238068665286,1646630.1484399778,1603384.3130591349
4,B.1.617.2.RBD,0.06419668780161698,0.06420519685304919,156226.56198831103,363683.4969098068
4,B.617.1.RBD,0.3447820787227429,0.34494789044237617,233033.1448138863,377784.2055008361
4,B.617.1.S,3723.137135554545,20712.162073187657,2261829.739452601,904103.3259930384
4,B.617.2.S,8271.146776113686,7880.4277846566765,1730910.9542422453,910354.5075894112
4,WT.N,162.93944762954555,180.67762841926998,381582.5023585548,416372.74606846244
4,WT.NTD,0.1145034219051357,0.11452674136894961,254476.4774272177,500381.64367000025
4,WT.RBD,73132.47884887185,5014.621194595083,1472428.8095162322,521513.0498487229
4,WT.S,279.5279773753411,278.8285870155519,1195540.2554703832,884002.4359122227
4,WT.S1,61.954874655552615,60.105614274411245,674518.8255244744,523191.61001513497
4,WT.S2,16.79760735056164,16.939105504368918,2274443.087362998,551986.2346496647
5,B.1.1.7.RBD,87.86624700091193,92.81989563269956,253648.06881731245,400008.96999351116
5,B.1.1.7.S,150.37475311311866,125.79403767175894,461555.98621661874,432681.4241927885
5,B.1.351.RBD,0.7725363545510918,0.7735872306531161,221309.6165146461,551103.5503247358
5,B.1.351.S,36.608178028715464,35.301317191022235,714463.8005832476,1586652.9086999402
5,B.1.617.2.RBD,0.030107835253471178,0.030109590015167022,146220.15981399635,371186.00450015423
5,B.617.1.RBD,0.18855876320071252,0.18863050163833311,171983.96083800227,405090.4253304387
5,B.617.1.S,1659.9095521210622,1403.3664452751168,423370.0168903686,865947.5539810658
5,B.617.2.S,66.15184460195036,62.179120357856974,458073.53192365065,597680.4514297105
5,WT.N,92.52025092121701,302.9147296750257,329570.3617301664,391419.89863982843
5,WT.NTD,0.10211210083812955,0.10213144006134917,242199.76758249718,487727.5916033854
5,WT.RBD,1040.5396918062409,594.9318344447652,702243.9966766856,502547.522498443
5,WT.S,0.8194016483108296,0.819673567096766,269815.9630857231,494679.5440370835
5,WT.S1,2.1010056042877663,2.098271417981836,352031.70736666897,344971.48674310633
5,WT.S2,0.18842530656105855,0.18853444252791726,128089.19982595487,503038.6521944716
6,B.1.1.7.RBD,68.47728082189086,70.88367730224424,269393.00761103304,375084.72908657196
6,B.1.1.7.S,2681.669149803453,1066.6462051978629,996821.1150358445,527602.3369361958
6,B.1.351.RBD,0.2491565350384475,0.24929450080480728,194938.09280670882,521747.0607455469
6,B.1.351.S,2923.328949850286,1313.7907563050583,1602045.1762788729,1349513.0746399846
6,B.1.617.2.RBD,0.01763565574005949,0.017636631193839975,123730.96347108604,386712.3716255042
6,B.617.1.RBD,0.11481216168625769,0.11483871325130969,166398.47723363043,409943.795764818
6,B.617.1.S,31065.320389295743,1561.4407494423217,893474.8000873994,926701.9953631811
6,B.617.2.S,26211.376595216203,3169.7764393489774,1517740.97843055,680197.3998256461
6,WT.N,91.17485256748192,111.65482407973415,359833.2621342916,361284.7076904787
6,WT.NTD,0.02974476117084529,0.029747739578485383,165878.39592367987,437140.6819797321
6,WT.RBD,1121.3105157603236,715.7601928808651,878142.5250429359,347309.04781388305
6,WT.S,121.40320131330054,113.94537991950203,769411.9008736793,585314.3263384035
6,WT.S1,4.024152763110437,4.010754458932951,477530.2895757779,331331.4949274393
6,WT.S2,1.3651287219941646,1.367369112587532,196296.6439303253,616008.3526604589
7,B.1.1.7.RBD,5035.134741369342,682.4650091697882,520555.44976874674,306764.26480260654
7,B.1.1.7.S,177185.58651333395,3073.7367988961746,1410219.6328482279,24727.549270191907
7,B.1.351.RBD,54.90897369636743,53.5618539924194,459459.3173580338,524745.3188233882
7,B.1.351.S,1167547.6533554418,2532.6865293311344,1292736.713461464,2555.7398233561853
7,B.1.617.2.RBD,1.2330763459241942,1.233120401602663,242527.1871458733,333741.1085873875
7,B.617.1.RBD,5.295605216985521,5.292418156374279,350927.63226311863,372907.50393126707
7,B.617.1.S,88682.66580580888,1816.7122411417176,758528.1462697869,651641.0078001075
7,B.617.2.S,443502.65343223786,3807.6729859485195,1575177.88369733,3862.9660671598726
7,WT.N,103.29761263910126,98.17987580107824,657864.9957317425,717009.315906555
7,WT.NTD,0.13940376545099784,0.13944466224809404,236360.01113628008,563102.0091959392
7,WT.RBD,478017.1181597493,2420.3467694384403,1540662.9586511843,1092.5135125892002
7,WT.S,5507.802464180589,1598.749280212711,1222429.059812255,506355.6280764922
7,WT.S1,1268.293881014017,794.674418072077,1148949.9845445217,424243.28643932095
7,WT.S2,5.406444460612897,5.430175251418091,223106.52927220412,505075.25796904747
8,B.1.1.7.RBD,199.39485692252063,169.73417062600842,479626.2676480766,634065.4602315829
8,B.1.1.7.S,4973.04887339817,1573.1355120783976,1164675.7067831422,842591.3213711109
8,B.1.351.RBD,5.536530307432698,5.556511120188511,493594.9136107596,810390.375289783
8,B.1.351.S,1138.955547062105,672.0000458130303,1329190.2511438269,1701516.7520963897
8,B.1.617.2.RBD,0.034696383561736856,0.034698987861601555,186838.2033293783,542459.8355147089
8,B.617.1.RBD,1.1737273066457685,1.1764285090871989,404532.0865015235,753764.3499233465
8,B.617.1.S,11617.627330014822,1345.7121332010342,782326.4325940748,1146286.9729438394
8,B.617.2.S,5105.575985936353,1969.2271830958268,1403437.2046063044,938940.103615685
8,WT.N,65.83699724201179,76.34682904489769,502526.34046803956,918378.7821364428
8,WT.NTD,105.64532219755351,123.53457853287887,909044.9811083945,1036128.9080572131
8,WT.RBD,93054.69445466863,5388.315184740096,1887080.9399601675,853023.454403551
8,WT.S,224.02181629165608,206.7712559430382,1029541.1314276081,941867.7586816049
8,WT.S1,35.14661096874403,34.32863903019698,839537.5236306498,743146.9974053684
8,WT.S2,25.52108653684352,25.444424149126515,444122.47431648336,665217.323519139
9,B.1.1.7.RBD,47.58163502795733,53.541716731336365,157539.75280618758,775228.628133901
9,B.1.1.7.S,4.2666567351977704,4.272551321925502,227539.35439075535,592577.4960906145
9,B.1.351.RBD,0.2879812069674041,0.28823958689775686,171837.70355988966,887630.6133528915
9,B.1.351.S,3.8220499332530555,3.803412627645798,322125.35968406807,2118014.024124246
9,B.1.617.2.RBD,0.029838960367292656,0.029842011135684205,107797.12378798124,616664.5001143129
9,B.617.1.RBD,0.18279278509328145,0.18288317284799466,144826.0168620757,863724.7816733966
9,B.617.1.S,10423.72740322198,696.7679630357154,471857.52931815735,3178484.7399880695
